presidente,mes_pesquisa,ano_pesquisa,data_pesquisa,resposta,segmento,valor
jair_bolsonaro,set,2019,09/2019,otimo,total,8
jair_bolsonaro,set,2019,09/2019,bom,total,23
jair_bolsonaro,set,2019,09/2019,regular,total,32
jair_bolsonaro,set,2019,09/2019,ruim,total,10
jair_bolsonaro,set,2019,09/2019,pessimo,total,24
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,total,3
jair_bolsonaro,set,2019,09/2019,otimo,masculino,9
jair_bolsonaro,set,2019,09/2019,bom,masculino,26
jair_bolsonaro,set,2019,09/2019,regular,masculino,34
jair_bolsonaro,set,2019,09/2019,ruim,masculino,8
jair_bolsonaro,set,2019,09/2019,pessimo,masculino,20
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,masculino,2
jair_bolsonaro,set,2019,09/2019,otimo,feminino,7
jair_bolsonaro,set,2019,09/2019,bom,feminino,20
jair_bolsonaro,set,2019,09/2019,regular,feminino,30
jair_bolsonaro,set,2019,09/2019,ruim,feminino,13
jair_bolsonaro,set,2019,09/2019,pessimo,feminino,28
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,feminino,3
jair_bolsonaro,set,2019,09/2019,otimo,16_24_anos,4
jair_bolsonaro,set,2019,09/2019,bom,16_24_anos,20
jair_bolsonaro,set,2019,09/2019,regular,16_24_anos,39
jair_bolsonaro,set,2019,09/2019,ruim,16_24_anos,8
jair_bolsonaro,set,2019,09/2019,pessimo,16_24_anos,27
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,16_24_anos,2
jair_bolsonaro,set,2019,09/2019,otimo,25_34_anos,8
jair_bolsonaro,set,2019,09/2019,bom,25_34_anos,23
jair_bolsonaro,set,2019,09/2019,regular,25_34_anos,32
jair_bolsonaro,set,2019,09/2019,ruim,25_34_anos,12
jair_bolsonaro,set,2019,09/2019,pessimo,25_34_anos,24
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,25_34_anos,1
jair_bolsonaro,set,2019,09/2019,otimo,35_44_anos,9
jair_bolsonaro,set,2019,09/2019,bom,35_44_anos,24
jair_bolsonaro,set,2019,09/2019,regular,35_44_anos,29
jair_bolsonaro,set,2019,09/2019,ruim,35_44_anos,9
jair_bolsonaro,set,2019,09/2019,pessimo,35_44_anos,25
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,35_44_anos,3
jair_bolsonaro,set,2019,09/2019,otimo,45_54_anos,9
jair_bolsonaro,set,2019,09/2019,bom,45_54_anos,20
jair_bolsonaro,set,2019,09/2019,regular,45_54_anos,28
jair_bolsonaro,set,2019,09/2019,ruim,45_54_anos,13
jair_bolsonaro,set,2019,09/2019,pessimo,45_54_anos,27
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,45_54_anos,3
jair_bolsonaro,set,2019,09/2019,otimo,55_anos_mais,10
jair_bolsonaro,set,2019,09/2019,bom,55_anos_mais,25
jair_bolsonaro,set,2019,09/2019,regular,55_anos_mais,32
jair_bolsonaro,set,2019,09/2019,ruim,55_anos_mais,9
jair_bolsonaro,set,2019,09/2019,pessimo,55_anos_mais,20
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,55_anos_mais,6
jair_bolsonaro,set,2019,09/2019,otimo,ate_4_serie,7
jair_bolsonaro,set,2019,09/2019,bom,ate_4_serie,23
jair_bolsonaro,set,2019,09/2019,regular,ate_4_serie,29
jair_bolsonaro,set,2019,09/2019,ruim,ate_4_serie,10
jair_bolsonaro,set,2019,09/2019,pessimo,ate_4_serie,26
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,ate_4_serie,6
jair_bolsonaro,set,2019,09/2019,otimo,5_a_8_serie,9
jair_bolsonaro,set,2019,09/2019,bom,5_a_8_serie,20
jair_bolsonaro,set,2019,09/2019,regular,5_a_8_serie,33
jair_bolsonaro,set,2019,09/2019,ruim,5_a_8_serie,10
jair_bolsonaro,set,2019,09/2019,pessimo,5_a_8_serie,25
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,5_a_8_serie,3
jair_bolsonaro,set,2019,09/2019,otimo,ensino_medio,7
jair_bolsonaro,set,2019,09/2019,bom,ensino_medio,22
jair_bolsonaro,set,2019,09/2019,regular,ensino_medio,34
jair_bolsonaro,set,2019,09/2019,ruim,ensino_medio,10
jair_bolsonaro,set,2019,09/2019,pessimo,ensino_medio,24
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,ensino_medio,3
jair_bolsonaro,set,2019,09/2019,otimo,ensino_superior,10
jair_bolsonaro,set,2019,09/2019,bom,ensino_superior,27
jair_bolsonaro,set,2019,09/2019,regular,ensino_superior,29
jair_bolsonaro,set,2019,09/2019,ruim,ensino_superior,11
jair_bolsonaro,set,2019,09/2019,pessimo,ensino_superior,23
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,ensino_superior,0
jair_bolsonaro,set,2019,09/2019,otimo,norte_centro_oeste,11
jair_bolsonaro,set,2019,09/2019,bom,norte_centro_oeste,28
jair_bolsonaro,set,2019,09/2019,regular,norte_centro_oeste,33
jair_bolsonaro,set,2019,09/2019,ruim,norte_centro_oeste,9
jair_bolsonaro,set,2019,09/2019,pessimo,norte_centro_oeste,15
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,norte_centro_oeste,4
jair_bolsonaro,set,2019,09/2019,otimo,nordeste,4
jair_bolsonaro,set,2019,09/2019,bom,nordeste,16
jair_bolsonaro,set,2019,09/2019,regular,nordeste,30
jair_bolsonaro,set,2019,09/2019,ruim,nordeste,12
jair_bolsonaro,set,2019,09/2019,pessimo,nordeste,35
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,nordeste,3
jair_bolsonaro,set,2019,09/2019,otimo,sudeste,8
jair_bolsonaro,set,2019,09/2019,bom,sudeste,24
jair_bolsonaro,set,2019,09/2019,regular,sudeste,32
jair_bolsonaro,set,2019,09/2019,ruim,sudeste,10
jair_bolsonaro,set,2019,09/2019,pessimo,sudeste,24
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,sudeste,3
jair_bolsonaro,set,2019,09/2019,otimo,sul,10
jair_bolsonaro,set,2019,09/2019,bom,sul,26
jair_bolsonaro,set,2019,09/2019,regular,sul,34
jair_bolsonaro,set,2019,09/2019,ruim,sul,10
jair_bolsonaro,set,2019,09/2019,pessimo,sul,18
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,sul,2
jair_bolsonaro,set,2019,09/2019,otimo,mais_de_5_sm,15
jair_bolsonaro,set,2019,09/2019,bom,mais_de_5_sm,29
jair_bolsonaro,set,2019,09/2019,regular,mais_de_5_sm,29
jair_bolsonaro,set,2019,09/2019,ruim,mais_de_5_sm,8
jair_bolsonaro,set,2019,09/2019,pessimo,mais_de_5_sm,19
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,mais_de_5_sm,1
jair_bolsonaro,set,2019,09/2019,otimo,2_a_5_sm,8
jair_bolsonaro,set,2019,09/2019,bom,2_a_5_sm,27
jair_bolsonaro,set,2019,09/2019,regular,2_a_5_sm,29
jair_bolsonaro,set,2019,09/2019,ruim,2_a_5_sm,9
jair_bolsonaro,set,2019,09/2019,pessimo,2_a_5_sm,24
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,2_a_5_sm,2
jair_bolsonaro,set,2019,09/2019,otimo,1_a_2_sm,9
jair_bolsonaro,set,2019,09/2019,bom,1_a_2_sm,22
jair_bolsonaro,set,2019,09/2019,regular,1_a_2_sm,34
jair_bolsonaro,set,2019,09/2019,ruim,1_a_2_sm,12
jair_bolsonaro,set,2019,09/2019,pessimo,1_a_2_sm,22
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,1_a_2_sm,2
jair_bolsonaro,set,2019,09/2019,otimo,ate_1_sm,4
jair_bolsonaro,set,2019,09/2019,bom,ate_1_sm,19
jair_bolsonaro,set,2019,09/2019,regular,ate_1_sm,33
jair_bolsonaro,set,2019,09/2019,ruim,ate_1_sm,10
jair_bolsonaro,set,2019,09/2019,pessimo,ate_1_sm,30
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,ate_1_sm,4
jair_bolsonaro,set,2019,09/2019,otimo,capital,7
jair_bolsonaro,set,2019,09/2019,bom,capital,22
jair_bolsonaro,set,2019,09/2019,regular,capital,33
jair_bolsonaro,set,2019,09/2019,ruim,capital,8
jair_bolsonaro,set,2019,09/2019,pessimo,capital,27
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,capital,3
jair_bolsonaro,set,2019,09/2019,otimo,periferia,8
jair_bolsonaro,set,2019,09/2019,bom,periferia,21
jair_bolsonaro,set,2019,09/2019,regular,periferia,27
jair_bolsonaro,set,2019,09/2019,ruim,periferia,12
jair_bolsonaro,set,2019,09/2019,pessimo,periferia,29
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,periferia,3
jair_bolsonaro,set,2019,09/2019,otimo,interior,8
jair_bolsonaro,set,2019,09/2019,bom,interior,23
jair_bolsonaro,set,2019,09/2019,regular,interior,32
jair_bolsonaro,set,2019,09/2019,ruim,interior,11
jair_bolsonaro,set,2019,09/2019,pessimo,interior,22
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,interior,3
jair_bolsonaro,set,2019,09/2019,otimo,ate_50_mil_hab,9
jair_bolsonaro,set,2019,09/2019,bom,ate_50_mil_hab,23
jair_bolsonaro,set,2019,09/2019,regular,ate_50_mil_hab,33
jair_bolsonaro,set,2019,09/2019,ruim,ate_50_mil_hab,12
jair_bolsonaro,set,2019,09/2019,pessimo,ate_50_mil_hab,21
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,ate_50_mil_hab,3
jair_bolsonaro,set,2019,09/2019,otimo,50_a_500_mil_hab,8
jair_bolsonaro,set,2019,09/2019,bom,50_a_500_mil_hab,24
jair_bolsonaro,set,2019,09/2019,regular,50_a_500_mil_hab,30
jair_bolsonaro,set,2019,09/2019,ruim,50_a_500_mil_hab,10
jair_bolsonaro,set,2019,09/2019,pessimo,50_a_500_mil_hab,25
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,50_a_500_mil_hab,3
jair_bolsonaro,set,2019,09/2019,otimo,mais_de_500_mil_hab,7
jair_bolsonaro,set,2019,09/2019,bom,mais_de_500_mil_hab,21
jair_bolsonaro,set,2019,09/2019,regular,mais_de_500_mil_hab,32
jair_bolsonaro,set,2019,09/2019,ruim,mais_de_500_mil_hab,9
jair_bolsonaro,set,2019,09/2019,pessimo,mais_de_500_mil_hab,28
jair_bolsonaro,set,2019,09/2019,nao_sabe_nao_respondeu,mais_de_500_mil_hab,3
jair_bolsonaro,jun,2019,06/2019,otimo,total,9
jair_bolsonaro,jun,2019,06/2019,bom,total,23
jair_bolsonaro,jun,2019,06/2019,regular,total,32
jair_bolsonaro,jun,2019,06/2019,ruim,total,10
jair_bolsonaro,jun,2019,06/2019,pessimo,total,22
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,total,3
jair_bolsonaro,jun,2019,06/2019,otimo,masculino,11
jair_bolsonaro,jun,2019,06/2019,bom,masculino,25
jair_bolsonaro,jun,2019,06/2019,regular,masculino,35
jair_bolsonaro,jun,2019,06/2019,ruim,masculino,9
jair_bolsonaro,jun,2019,06/2019,pessimo,masculino,17
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,masculino,2
jair_bolsonaro,jun,2019,06/2019,otimo,feminino,7
jair_bolsonaro,jun,2019,06/2019,bom,feminino,22
jair_bolsonaro,jun,2019,06/2019,regular,feminino,30
jair_bolsonaro,jun,2019,06/2019,ruim,feminino,11
jair_bolsonaro,jun,2019,06/2019,pessimo,feminino,26
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,feminino,4
jair_bolsonaro,jun,2019,06/2019,otimo,16_24_anos,9
jair_bolsonaro,jun,2019,06/2019,bom,16_24_anos,23
jair_bolsonaro,jun,2019,06/2019,regular,16_24_anos,33
jair_bolsonaro,jun,2019,06/2019,ruim,16_24_anos,11
jair_bolsonaro,jun,2019,06/2019,pessimo,16_24_anos,22
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,16_24_anos,1
jair_bolsonaro,jun,2019,06/2019,otimo,25_34_anos,9
jair_bolsonaro,jun,2019,06/2019,bom,25_34_anos,25
jair_bolsonaro,jun,2019,06/2019,regular,25_34_anos,33
jair_bolsonaro,jun,2019,06/2019,ruim,25_34_anos,12
jair_bolsonaro,jun,2019,06/2019,pessimo,25_34_anos,19
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,25_34_anos,2
jair_bolsonaro,jun,2019,06/2019,otimo,35_44_anos,8
jair_bolsonaro,jun,2019,06/2019,bom,35_44_anos,21
jair_bolsonaro,jun,2019,06/2019,regular,35_44_anos,36
jair_bolsonaro,jun,2019,06/2019,ruim,35_44_anos,8
jair_bolsonaro,jun,2019,06/2019,pessimo,35_44_anos,25
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,35_44_anos,3
jair_bolsonaro,jun,2019,06/2019,otimo,45_54_anos,10
jair_bolsonaro,jun,2019,06/2019,bom,45_54_anos,24
jair_bolsonaro,jun,2019,06/2019,regular,45_54_anos,31
jair_bolsonaro,jun,2019,06/2019,ruim,45_54_anos,12
jair_bolsonaro,jun,2019,06/2019,pessimo,45_54_anos,21
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,45_54_anos,3
jair_bolsonaro,jun,2019,06/2019,otimo,55_anos_mais,8
jair_bolsonaro,jun,2019,06/2019,bom,55_anos_mais,24
jair_bolsonaro,jun,2019,06/2019,regular,55_anos_mais,30
jair_bolsonaro,jun,2019,06/2019,ruim,55_anos_mais,8
jair_bolsonaro,jun,2019,06/2019,pessimo,55_anos_mais,23
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,55_anos_mais,7
jair_bolsonaro,jun,2019,06/2019,otimo,ate_4_serie,8
jair_bolsonaro,jun,2019,06/2019,bom,ate_4_serie,19
jair_bolsonaro,jun,2019,06/2019,regular,ate_4_serie,32
jair_bolsonaro,jun,2019,06/2019,ruim,ate_4_serie,10
jair_bolsonaro,jun,2019,06/2019,pessimo,ate_4_serie,25
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,ate_4_serie,6
jair_bolsonaro,jun,2019,06/2019,otimo,5_a_8_serie,8
jair_bolsonaro,jun,2019,06/2019,bom,5_a_8_serie,23
jair_bolsonaro,jun,2019,06/2019,regular,5_a_8_serie,34
jair_bolsonaro,jun,2019,06/2019,ruim,5_a_8_serie,10
jair_bolsonaro,jun,2019,06/2019,pessimo,5_a_8_serie,23
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,5_a_8_serie,3
jair_bolsonaro,jun,2019,06/2019,otimo,ensino_medio,10
jair_bolsonaro,jun,2019,06/2019,bom,ensino_medio,24
jair_bolsonaro,jun,2019,06/2019,regular,ensino_medio,34
jair_bolsonaro,jun,2019,06/2019,ruim,ensino_medio,10
jair_bolsonaro,jun,2019,06/2019,pessimo,ensino_medio,20
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,ensino_medio,2
jair_bolsonaro,jun,2019,06/2019,otimo,ensino_superior,9
jair_bolsonaro,jun,2019,06/2019,bom,ensino_superior,28
jair_bolsonaro,jun,2019,06/2019,regular,ensino_superior,28
jair_bolsonaro,jun,2019,06/2019,ruim,ensino_superior,10
jair_bolsonaro,jun,2019,06/2019,pessimo,ensino_superior,23
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,ensino_superior,2
jair_bolsonaro,jun,2019,06/2019,otimo,norte_centro_oeste,10
jair_bolsonaro,jun,2019,06/2019,bom,norte_centro_oeste,22
jair_bolsonaro,jun,2019,06/2019,regular,norte_centro_oeste,33
jair_bolsonaro,jun,2019,06/2019,ruim,norte_centro_oeste,12
jair_bolsonaro,jun,2019,06/2019,pessimo,norte_centro_oeste,21
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,norte_centro_oeste,2
jair_bolsonaro,jun,2019,06/2019,otimo,nordeste,6
jair_bolsonaro,jun,2019,06/2019,bom,nordeste,11
jair_bolsonaro,jun,2019,06/2019,regular,nordeste,33
jair_bolsonaro,jun,2019,06/2019,ruim,nordeste,13
jair_bolsonaro,jun,2019,06/2019,pessimo,nordeste,34
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,nordeste,3
jair_bolsonaro,jun,2019,06/2019,otimo,sudeste,9
jair_bolsonaro,jun,2019,06/2019,bom,sudeste,26
jair_bolsonaro,jun,2019,06/2019,regular,sudeste,34
jair_bolsonaro,jun,2019,06/2019,ruim,sudeste,8
jair_bolsonaro,jun,2019,06/2019,pessimo,sudeste,19
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,sudeste,4
jair_bolsonaro,jun,2019,06/2019,otimo,sul,14
jair_bolsonaro,jun,2019,06/2019,bom,sul,38
jair_bolsonaro,jun,2019,06/2019,regular,sul,28
jair_bolsonaro,jun,2019,06/2019,ruim,sul,7
jair_bolsonaro,jun,2019,06/2019,pessimo,sul,11
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,sul,2
jair_bolsonaro,jun,2019,06/2019,otimo,mais_de_5_sm,15
jair_bolsonaro,jun,2019,06/2019,bom,mais_de_5_sm,34
jair_bolsonaro,jun,2019,06/2019,regular,mais_de_5_sm,23
jair_bolsonaro,jun,2019,06/2019,ruim,mais_de_5_sm,8
jair_bolsonaro,jun,2019,06/2019,pessimo,mais_de_5_sm,19
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,mais_de_5_sm,2
jair_bolsonaro,jun,2019,06/2019,otimo,2_a_5_sm,12
jair_bolsonaro,jun,2019,06/2019,bom,2_a_5_sm,30
jair_bolsonaro,jun,2019,06/2019,regular,2_a_5_sm,27
jair_bolsonaro,jun,2019,06/2019,ruim,2_a_5_sm,10
jair_bolsonaro,jun,2019,06/2019,pessimo,2_a_5_sm,18
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,2_a_5_sm,3
jair_bolsonaro,jun,2019,06/2019,otimo,1_a_2_sm,7
jair_bolsonaro,jun,2019,06/2019,bom,1_a_2_sm,22
jair_bolsonaro,jun,2019,06/2019,regular,1_a_2_sm,38
jair_bolsonaro,jun,2019,06/2019,ruim,1_a_2_sm,11
jair_bolsonaro,jun,2019,06/2019,pessimo,1_a_2_sm,19
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,1_a_2_sm,3
jair_bolsonaro,jun,2019,06/2019,otimo,ate_1_sm,6
jair_bolsonaro,jun,2019,06/2019,bom,ate_1_sm,15
jair_bolsonaro,jun,2019,06/2019,regular,ate_1_sm,33
jair_bolsonaro,jun,2019,06/2019,ruim,ate_1_sm,10
jair_bolsonaro,jun,2019,06/2019,pessimo,ate_1_sm,31
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,ate_1_sm,4
jair_bolsonaro,jun,2019,06/2019,otimo,capital,9
jair_bolsonaro,jun,2019,06/2019,bom,capital,20
jair_bolsonaro,jun,2019,06/2019,regular,capital,31
jair_bolsonaro,jun,2019,06/2019,ruim,capital,11
jair_bolsonaro,jun,2019,06/2019,pessimo,capital,26
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,capital,2
jair_bolsonaro,jun,2019,06/2019,otimo,periferia,7
jair_bolsonaro,jun,2019,06/2019,bom,periferia,28
jair_bolsonaro,jun,2019,06/2019,regular,periferia,34
jair_bolsonaro,jun,2019,06/2019,ruim,periferia,9
jair_bolsonaro,jun,2019,06/2019,pessimo,periferia,19
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,periferia,4
jair_bolsonaro,jun,2019,06/2019,otimo,interior,9
jair_bolsonaro,jun,2019,06/2019,bom,interior,24
jair_bolsonaro,jun,2019,06/2019,regular,interior,33
jair_bolsonaro,jun,2019,06/2019,ruim,interior,10
jair_bolsonaro,jun,2019,06/2019,pessimo,interior,21
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,interior,4
jair_bolsonaro,jun,2019,06/2019,otimo,ate_50_mil_hab,8
jair_bolsonaro,jun,2019,06/2019,bom,ate_50_mil_hab,24
jair_bolsonaro,jun,2019,06/2019,regular,ate_50_mil_hab,32
jair_bolsonaro,jun,2019,06/2019,ruim,ate_50_mil_hab,10
jair_bolsonaro,jun,2019,06/2019,pessimo,ate_50_mil_hab,23
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,ate_50_mil_hab,3
jair_bolsonaro,jun,2019,06/2019,otimo,50_a_500_mil_hab,9
jair_bolsonaro,jun,2019,06/2019,bom,50_a_500_mil_hab,24
jair_bolsonaro,jun,2019,06/2019,regular,50_a_500_mil_hab,34
jair_bolsonaro,jun,2019,06/2019,ruim,50_a_500_mil_hab,9
jair_bolsonaro,jun,2019,06/2019,pessimo,50_a_500_mil_hab,18
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,50_a_500_mil_hab,4
jair_bolsonaro,jun,2019,06/2019,otimo,mais_de_500_mil_hab,9
jair_bolsonaro,jun,2019,06/2019,bom,mais_de_500_mil_hab,22
jair_bolsonaro,jun,2019,06/2019,regular,mais_de_500_mil_hab,31
jair_bolsonaro,jun,2019,06/2019,ruim,mais_de_500_mil_hab,10
jair_bolsonaro,jun,2019,06/2019,pessimo,mais_de_500_mil_hab,25
jair_bolsonaro,jun,2019,06/2019,nao_sabe_nao_respondeu,mais_de_500_mil_hab,2
jair_bolsonaro,abr,2019,04/2019,otimo,total,10
jair_bolsonaro,abr,2019,04/2019,bom,total,25
jair_bolsonaro,abr,2019,04/2019,regular,total,31
jair_bolsonaro,abr,2019,04/2019,ruim,total,8
jair_bolsonaro,abr,2019,04/2019,pessimo,total,19
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,total,7
jair_bolsonaro,abr,2019,04/2019,otimo,masculino,11
jair_bolsonaro,abr,2019,04/2019,bom,masculino,27
jair_bolsonaro,abr,2019,04/2019,regular,masculino,32
jair_bolsonaro,abr,2019,04/2019,ruim,masculino,8
jair_bolsonaro,abr,2019,04/2019,pessimo,masculino,17
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,masculino,5
jair_bolsonaro,abr,2019,04/2019,otimo,feminino,8
jair_bolsonaro,abr,2019,04/2019,bom,feminino,24
jair_bolsonaro,abr,2019,04/2019,regular,feminino,31
jair_bolsonaro,abr,2019,04/2019,ruim,feminino,8
jair_bolsonaro,abr,2019,04/2019,pessimo,feminino,21
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,feminino,8
jair_bolsonaro,abr,2019,04/2019,otimo,16_24_anos,9
jair_bolsonaro,abr,2019,04/2019,bom,16_24_anos,23
jair_bolsonaro,abr,2019,04/2019,regular,16_24_anos,34
jair_bolsonaro,abr,2019,04/2019,ruim,16_24_anos,9
jair_bolsonaro,abr,2019,04/2019,pessimo,16_24_anos,22
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,16_24_anos,4
jair_bolsonaro,abr,2019,04/2019,otimo,25_34_anos,10
jair_bolsonaro,abr,2019,04/2019,bom,25_34_anos,27
jair_bolsonaro,abr,2019,04/2019,regular,25_34_anos,31
jair_bolsonaro,abr,2019,04/2019,ruim,25_34_anos,9
jair_bolsonaro,abr,2019,04/2019,pessimo,25_34_anos,19
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,25_34_anos,4
jair_bolsonaro,abr,2019,04/2019,otimo,35_44_anos,9
jair_bolsonaro,abr,2019,04/2019,bom,35_44_anos,23
jair_bolsonaro,abr,2019,04/2019,regular,35_44_anos,33
jair_bolsonaro,abr,2019,04/2019,ruim,35_44_anos,9
jair_bolsonaro,abr,2019,04/2019,pessimo,35_44_anos,20
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,35_44_anos,7
jair_bolsonaro,abr,2019,04/2019,otimo,45_54_anos,10
jair_bolsonaro,abr,2019,04/2019,bom,45_54_anos,26
jair_bolsonaro,abr,2019,04/2019,regular,45_54_anos,31
jair_bolsonaro,abr,2019,04/2019,ruim,45_54_anos,7
jair_bolsonaro,abr,2019,04/2019,pessimo,45_54_anos,19
jair_bolsonaro,abr,2019,04/2019,nao_sabe_nao_respondeu,45_54_anos,7
jair_bolsonaro,abr,2019,04/2019,otimo,55_anos_mais,10
jair_bolsonaro,abr,2019,04/2019,bom,55_anos_mais,26
