presidente,mes_pesquisa,ano_pesquisa,data_pesquisa,resposta,segmento,valor
michel_temer,set,2018,09/2018,bom,mais_de_5_sm,2
michel_temer,set,2018,09/2018,regular,mais_de_5_sm,16
michel_temer,set,2018,09/2018,ruim,mais_de_5_sm,16
michel_temer,set,2018,09/2018,pessimo,mais_de_5_sm,64
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,mais_de_5_sm,1
michel_temer,set,2018,09/2018,otimo,2_a_5_sm,1
michel_temer,set,2018,09/2018,bom,2_a_5_sm,4
michel_temer,set,2018,09/2018,regular,2_a_5_sm,12
michel_temer,set,2018,09/2018,ruim,2_a_5_sm,16
michel_temer,set,2018,09/2018,pessimo,2_a_5_sm,67
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,2_a_5_sm,0
michel_temer,set,2018,09/2018,otimo,1_a_2_sm,1
michel_temer,set,2018,09/2018,bom,1_a_2_sm,4
michel_temer,set,2018,09/2018,regular,1_a_2_sm,11
michel_temer,set,2018,09/2018,ruim,1_a_2_sm,13
michel_temer,set,2018,09/2018,pessimo,1_a_2_sm,69
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,1_a_2_sm,2
michel_temer,set,2018,09/2018,otimo,ate_1_sm,1
michel_temer,set,2018,09/2018,bom,ate_1_sm,3
michel_temer,set,2018,09/2018,regular,ate_1_sm,12
michel_temer,set,2018,09/2018,ruim,ate_1_sm,12
michel_temer,set,2018,09/2018,pessimo,ate_1_sm,67
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,ate_1_sm,4
michel_temer,set,2018,09/2018,otimo,capital,1
michel_temer,set,2018,09/2018,bom,capital,2
michel_temer,set,2018,09/2018,regular,capital,12
michel_temer,set,2018,09/2018,ruim,capital,12
michel_temer,set,2018,09/2018,pessimo,capital,72
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,capital,1
michel_temer,set,2018,09/2018,otimo,periferia,0
michel_temer,set,2018,09/2018,bom,periferia,4
michel_temer,set,2018,09/2018,regular,periferia,13
michel_temer,set,2018,09/2018,ruim,periferia,14
michel_temer,set,2018,09/2018,pessimo,periferia,67
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,periferia,2
michel_temer,set,2018,09/2018,otimo,interior,1
michel_temer,set,2018,09/2018,bom,interior,4
michel_temer,set,2018,09/2018,regular,interior,12
michel_temer,set,2018,09/2018,ruim,interior,15
michel_temer,set,2018,09/2018,pessimo,interior,66
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,interior,3
michel_temer,set,2018,09/2018,otimo,ate_50_mil_hab,2
michel_temer,set,2018,09/2018,bom,ate_50_mil_hab,4
michel_temer,set,2018,09/2018,regular,ate_50_mil_hab,13
michel_temer,set,2018,09/2018,ruim,ate_50_mil_hab,18
michel_temer,set,2018,09/2018,pessimo,ate_50_mil_hab,60
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,ate_50_mil_hab,4
michel_temer,set,2018,09/2018,otimo,50_a_100_mil_hab,0
michel_temer,set,2018,09/2018,bom,50_a_100_mil_hab,3
michel_temer,set,2018,09/2018,regular,50_a_100_mil_hab,10
michel_temer,set,2018,09/2018,ruim,50_a_100_mil_hab,14
michel_temer,set,2018,09/2018,pessimo,50_a_100_mil_hab,69
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,50_a_100_mil_hab,3
michel_temer,set,2018,09/2018,otimo,mais_de_100_mil_hab,1
michel_temer,set,2018,09/2018,bom,mais_de_100_mil_hab,3
michel_temer,set,2018,09/2018,regular,mais_de_100_mil_hab,13
michel_temer,set,2018,09/2018,ruim,mais_de_100_mil_hab,13
michel_temer,set,2018,09/2018,pessimo,mais_de_100_mil_hab,69
michel_temer,set,2018,09/2018,nao_sabe_nao_respondeu,mais_de_100_mil_hab,1
michel_temer,jun,2018,06/2018,otimo,total,1
michel_temer,jun,2018,06/2018,bom,total,3
michel_temer,jun,2018,06/2018,regular,total,16
michel_temer,jun,2018,06/2018,ruim,total,12
michel_temer,jun,2018,06/2018,pessimo,total,67
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,total,1
michel_temer,jun,2018,06/2018,otimo,masculino,1
michel_temer,jun,2018,06/2018,bom,masculino,3
michel_temer,jun,2018,06/2018,regular,masculino,18
michel_temer,jun,2018,06/2018,ruim,masculino,13
michel_temer,jun,2018,06/2018,pessimo,masculino,65
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,masculino,1
michel_temer,jun,2018,06/2018,otimo,feminino,1
michel_temer,jun,2018,06/2018,bom,feminino,3
michel_temer,jun,2018,06/2018,regular,feminino,15
michel_temer,jun,2018,06/2018,ruim,feminino,10
michel_temer,jun,2018,06/2018,pessimo,feminino,69
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,feminino,2
michel_temer,jun,2018,06/2018,otimo,16_24_anos,0
michel_temer,jun,2018,06/2018,bom,16_24_anos,1
michel_temer,jun,2018,06/2018,regular,16_24_anos,16
michel_temer,jun,2018,06/2018,ruim,16_24_anos,15
michel_temer,jun,2018,06/2018,pessimo,16_24_anos,67
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,16_24_anos,1
michel_temer,jun,2018,06/2018,otimo,25_34_anos,0
michel_temer,jun,2018,06/2018,bom,25_34_anos,4
michel_temer,jun,2018,06/2018,regular,25_34_anos,13
michel_temer,jun,2018,06/2018,ruim,25_34_anos,12
michel_temer,jun,2018,06/2018,pessimo,25_34_anos,70
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,25_34_anos,0
michel_temer,jun,2018,06/2018,otimo,35_44_anos,1
michel_temer,jun,2018,06/2018,bom,35_44_anos,1
michel_temer,jun,2018,06/2018,regular,35_44_anos,17
michel_temer,jun,2018,06/2018,ruim,35_44_anos,9
michel_temer,jun,2018,06/2018,pessimo,35_44_anos,70
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,35_44_anos,1
michel_temer,jun,2018,06/2018,otimo,45_54_anos,1
michel_temer,jun,2018,06/2018,bom,45_54_anos,4
michel_temer,jun,2018,06/2018,regular,45_54_anos,16
michel_temer,jun,2018,06/2018,ruim,45_54_anos,11
michel_temer,jun,2018,06/2018,pessimo,45_54_anos,67
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,45_54_anos,1
michel_temer,jun,2018,06/2018,otimo,55_anos_mais,1
michel_temer,jun,2018,06/2018,bom,55_anos_mais,4
michel_temer,jun,2018,06/2018,regular,55_anos_mais,20
michel_temer,jun,2018,06/2018,ruim,55_anos_mais,11
michel_temer,jun,2018,06/2018,pessimo,55_anos_mais,60
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,55_anos_mais,3
michel_temer,jun,2018,06/2018,otimo,ate_4_serie,2
michel_temer,jun,2018,06/2018,bom,ate_4_serie,4
michel_temer,jun,2018,06/2018,regular,ate_4_serie,16
michel_temer,jun,2018,06/2018,ruim,ate_4_serie,11
michel_temer,jun,2018,06/2018,pessimo,ate_4_serie,64
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,ate_4_serie,3
michel_temer,jun,2018,06/2018,otimo,5_a_8_serie,1
michel_temer,jun,2018,06/2018,bom,5_a_8_serie,2
michel_temer,jun,2018,06/2018,regular,5_a_8_serie,15
michel_temer,jun,2018,06/2018,ruim,5_a_8_serie,9
michel_temer,jun,2018,06/2018,pessimo,5_a_8_serie,72
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,5_a_8_serie,2
michel_temer,jun,2018,06/2018,otimo,ensino_medio,1
michel_temer,jun,2018,06/2018,bom,ensino_medio,3
michel_temer,jun,2018,06/2018,regular,ensino_medio,16
michel_temer,jun,2018,06/2018,ruim,ensino_medio,11
michel_temer,jun,2018,06/2018,pessimo,ensino_medio,69
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,ensino_medio,1
michel_temer,jun,2018,06/2018,otimo,ensino_superior,0
michel_temer,jun,2018,06/2018,bom,ensino_superior,3
michel_temer,jun,2018,06/2018,regular,ensino_superior,20
michel_temer,jun,2018,06/2018,ruim,ensino_superior,16
michel_temer,jun,2018,06/2018,pessimo,ensino_superior,61
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,ensino_superior,0
michel_temer,jun,2018,06/2018,otimo,norte_centro_oeste,1
michel_temer,jun,2018,06/2018,bom,norte_centro_oeste,5
michel_temer,jun,2018,06/2018,regular,norte_centro_oeste,21
michel_temer,jun,2018,06/2018,ruim,norte_centro_oeste,12
michel_temer,jun,2018,06/2018,pessimo,norte_centro_oeste,61
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,norte_centro_oeste,2
michel_temer,jun,2018,06/2018,otimo,nordeste,1
michel_temer,jun,2018,06/2018,bom,nordeste,2
michel_temer,jun,2018,06/2018,regular,nordeste,8
michel_temer,jun,2018,06/2018,ruim,nordeste,8
michel_temer,jun,2018,06/2018,pessimo,nordeste,81
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,nordeste,1
michel_temer,jun,2018,06/2018,otimo,sudeste,0
michel_temer,jun,2018,06/2018,bom,sudeste,3
michel_temer,jun,2018,06/2018,regular,sudeste,19
michel_temer,jun,2018,06/2018,ruim,sudeste,12
michel_temer,jun,2018,06/2018,pessimo,sudeste,65
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,sudeste,1
michel_temer,jun,2018,06/2018,otimo,sul,2
michel_temer,jun,2018,06/2018,bom,sul,2
michel_temer,jun,2018,06/2018,regular,sul,21
michel_temer,jun,2018,06/2018,ruim,sul,18
michel_temer,jun,2018,06/2018,pessimo,sul,55
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,sul,2
michel_temer,jun,2018,06/2018,otimo,mais_de_5_sm,1
michel_temer,jun,2018,06/2018,bom,mais_de_5_sm,3
michel_temer,jun,2018,06/2018,regular,mais_de_5_sm,24
michel_temer,jun,2018,06/2018,ruim,mais_de_5_sm,16
michel_temer,jun,2018,06/2018,pessimo,mais_de_5_sm,56
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,mais_de_5_sm,0
michel_temer,jun,2018,06/2018,otimo,2_a_5_sm,1
michel_temer,jun,2018,06/2018,bom,2_a_5_sm,3
michel_temer,jun,2018,06/2018,regular,2_a_5_sm,17
michel_temer,jun,2018,06/2018,ruim,2_a_5_sm,14
michel_temer,jun,2018,06/2018,pessimo,2_a_5_sm,64
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,2_a_5_sm,1
michel_temer,jun,2018,06/2018,otimo,1_a_2_sm,1
michel_temer,jun,2018,06/2018,bom,1_a_2_sm,2
michel_temer,jun,2018,06/2018,regular,1_a_2_sm,16
michel_temer,jun,2018,06/2018,ruim,1_a_2_sm,9
michel_temer,jun,2018,06/2018,pessimo,1_a_2_sm,72
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,1_a_2_sm,1
michel_temer,jun,2018,06/2018,otimo,ate_1_sm,1
michel_temer,jun,2018,06/2018,bom,ate_1_sm,3
michel_temer,jun,2018,06/2018,regular,ate_1_sm,13
michel_temer,jun,2018,06/2018,ruim,ate_1_sm,11
michel_temer,jun,2018,06/2018,pessimo,ate_1_sm,70
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,ate_1_sm,3
michel_temer,jun,2018,06/2018,otimo,capital,1
michel_temer,jun,2018,06/2018,bom,capital,2
michel_temer,jun,2018,06/2018,regular,capital,17
michel_temer,jun,2018,06/2018,ruim,capital,11
michel_temer,jun,2018,06/2018,pessimo,capital,69
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,capital,1
michel_temer,jun,2018,06/2018,otimo,periferia,0
michel_temer,jun,2018,06/2018,bom,periferia,3
michel_temer,jun,2018,06/2018,regular,periferia,17
michel_temer,jun,2018,06/2018,ruim,periferia,9
michel_temer,jun,2018,06/2018,pessimo,periferia,69
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,periferia,1
michel_temer,jun,2018,06/2018,otimo,interior,1
michel_temer,jun,2018,06/2018,bom,interior,3
michel_temer,jun,2018,06/2018,regular,interior,16
michel_temer,jun,2018,06/2018,ruim,interior,13
michel_temer,jun,2018,06/2018,pessimo,interior,66
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,interior,2
michel_temer,jun,2018,06/2018,otimo,ate_50_mil_hab,0
michel_temer,jun,2018,06/2018,bom,ate_50_mil_hab,2
michel_temer,jun,2018,06/2018,regular,ate_50_mil_hab,16
michel_temer,jun,2018,06/2018,ruim,ate_50_mil_hab,10
michel_temer,jun,2018,06/2018,pessimo,ate_50_mil_hab,70
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,ate_50_mil_hab,2
michel_temer,jun,2018,06/2018,otimo,50_a_100_mil_hab,1
michel_temer,jun,2018,06/2018,bom,50_a_100_mil_hab,3
michel_temer,jun,2018,06/2018,regular,50_a_100_mil_hab,16
michel_temer,jun,2018,06/2018,ruim,50_a_100_mil_hab,13
michel_temer,jun,2018,06/2018,pessimo,50_a_100_mil_hab,65
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,50_a_100_mil_hab,2
michel_temer,jun,2018,06/2018,otimo,mais_de_100_mil_hab,1
michel_temer,jun,2018,06/2018,bom,mais_de_100_mil_hab,3
michel_temer,jun,2018,06/2018,regular,mais_de_100_mil_hab,17
michel_temer,jun,2018,06/2018,ruim,mais_de_100_mil_hab,11
michel_temer,jun,2018,06/2018,pessimo,mais_de_100_mil_hab,67
michel_temer,jun,2018,06/2018,nao_sabe_nao_respondeu,mais_de_100_mil_hab,1
michel_temer,mar,2018,03/2018,otimo,total,1
michel_temer,mar,2018,03/2018,bom,total,4
michel_temer,mar,2018,03/2018,regular,total,21
michel_temer,mar,2018,03/2018,ruim,total,18
michel_temer,mar,2018,03/2018,pessimo,total,54
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,total,2
michel_temer,mar,2018,03/2018,otimo,masculino,1
michel_temer,mar,2018,03/2018,bom,masculino,5
michel_temer,mar,2018,03/2018,regular,masculino,24
michel_temer,mar,2018,03/2018,ruim,masculino,19
michel_temer,mar,2018,03/2018,pessimo,masculino,51
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,masculino,1
michel_temer,mar,2018,03/2018,otimo,feminino,1
michel_temer,mar,2018,03/2018,bom,feminino,4
michel_temer,mar,2018,03/2018,regular,feminino,18
michel_temer,mar,2018,03/2018,ruim,feminino,17
michel_temer,mar,2018,03/2018,pessimo,feminino,57
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,feminino,3
michel_temer,mar,2018,03/2018,otimo,16_24_anos,1
michel_temer,mar,2018,03/2018,bom,16_24_anos,4
michel_temer,mar,2018,03/2018,regular,16_24_anos,22
michel_temer,mar,2018,03/2018,ruim,16_24_anos,20
michel_temer,mar,2018,03/2018,pessimo,16_24_anos,52
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,16_24_anos,1
michel_temer,mar,2018,03/2018,otimo,25_34_anos,0
michel_temer,mar,2018,03/2018,bom,25_34_anos,1
michel_temer,mar,2018,03/2018,regular,25_34_anos,20
michel_temer,mar,2018,03/2018,ruim,25_34_anos,20
michel_temer,mar,2018,03/2018,pessimo,25_34_anos,57
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,25_34_anos,2
michel_temer,mar,2018,03/2018,otimo,35_44_anos,0
michel_temer,mar,2018,03/2018,bom,35_44_anos,5
michel_temer,mar,2018,03/2018,regular,35_44_anos,20
michel_temer,mar,2018,03/2018,ruim,35_44_anos,17
michel_temer,mar,2018,03/2018,pessimo,35_44_anos,56
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,35_44_anos,2
michel_temer,mar,2018,03/2018,otimo,45_54_anos,1
michel_temer,mar,2018,03/2018,bom,45_54_anos,5
michel_temer,mar,2018,03/2018,regular,45_54_anos,20
michel_temer,mar,2018,03/2018,ruim,45_54_anos,17
michel_temer,mar,2018,03/2018,pessimo,45_54_anos,54
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,45_54_anos,3
michel_temer,mar,2018,03/2018,otimo,55_anos_mais,1
michel_temer,mar,2018,03/2018,bom,55_anos_mais,6
michel_temer,mar,2018,03/2018,regular,55_anos_mais,22
michel_temer,mar,2018,03/2018,ruim,55_anos_mais,15
michel_temer,mar,2018,03/2018,pessimo,55_anos_mais,52
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,55_anos_mais,3
michel_temer,mar,2018,03/2018,otimo,ate_4_serie,2
michel_temer,mar,2018,03/2018,bom,ate_4_serie,7
michel_temer,mar,2018,03/2018,regular,ate_4_serie,17
michel_temer,mar,2018,03/2018,ruim,ate_4_serie,17
michel_temer,mar,2018,03/2018,pessimo,ate_4_serie,54
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,ate_4_serie,5
michel_temer,mar,2018,03/2018,otimo,5_a_8_serie,0
michel_temer,mar,2018,03/2018,bom,5_a_8_serie,4
michel_temer,mar,2018,03/2018,regular,5_a_8_serie,20
michel_temer,mar,2018,03/2018,ruim,5_a_8_serie,18
michel_temer,mar,2018,03/2018,pessimo,5_a_8_serie,55
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,5_a_8_serie,3
michel_temer,mar,2018,03/2018,otimo,ensino_medio,0
michel_temer,mar,2018,03/2018,bom,ensino_medio,3
michel_temer,mar,2018,03/2018,regular,ensino_medio,23
michel_temer,mar,2018,03/2018,ruim,ensino_medio,18
michel_temer,mar,2018,03/2018,pessimo,ensino_medio,55
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,ensino_medio,1
michel_temer,mar,2018,03/2018,otimo,ensino_superior,1
michel_temer,mar,2018,03/2018,bom,ensino_superior,4
michel_temer,mar,2018,03/2018,regular,ensino_superior,21
michel_temer,mar,2018,03/2018,ruim,ensino_superior,18
michel_temer,mar,2018,03/2018,pessimo,ensino_superior,55
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,ensino_superior,1
michel_temer,mar,2018,03/2018,otimo,norte_centro_oeste,0
michel_temer,mar,2018,03/2018,bom,norte_centro_oeste,4
michel_temer,mar,2018,03/2018,regular,norte_centro_oeste,21
michel_temer,mar,2018,03/2018,ruim,norte_centro_oeste,20
michel_temer,mar,2018,03/2018,pessimo,norte_centro_oeste,53
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,norte_centro_oeste,2
michel_temer,mar,2018,03/2018,otimo,nordeste,1
michel_temer,mar,2018,03/2018,bom,nordeste,4
michel_temer,mar,2018,03/2018,regular,nordeste,16
michel_temer,mar,2018,03/2018,ruim,nordeste,13
michel_temer,mar,2018,03/2018,pessimo,nordeste,64
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,nordeste,2
michel_temer,mar,2018,03/2018,otimo,sudeste,1
michel_temer,mar,2018,03/2018,bom,sudeste,4
michel_temer,mar,2018,03/2018,regular,sudeste,22
michel_temer,mar,2018,03/2018,ruim,sudeste,17
michel_temer,mar,2018,03/2018,pessimo,sudeste,54
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,sudeste,3
michel_temer,mar,2018,03/2018,otimo,sul,1
michel_temer,mar,2018,03/2018,bom,sul,6
michel_temer,mar,2018,03/2018,regular,sul,26
michel_temer,mar,2018,03/2018,ruim,sul,25
michel_temer,mar,2018,03/2018,pessimo,sul,40
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,sul,1
michel_temer,mar,2018,03/2018,otimo,mais_de_5_sm,1
michel_temer,mar,2018,03/2018,bom,mais_de_5_sm,6
michel_temer,mar,2018,03/2018,regular,mais_de_5_sm,23
michel_temer,mar,2018,03/2018,ruim,mais_de_5_sm,22
michel_temer,mar,2018,03/2018,pessimo,mais_de_5_sm,49
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,mais_de_5_sm,0
michel_temer,mar,2018,03/2018,otimo,2_a_5_sm,1
michel_temer,mar,2018,03/2018,bom,2_a_5_sm,2
michel_temer,mar,2018,03/2018,regular,2_a_5_sm,26
michel_temer,mar,2018,03/2018,ruim,2_a_5_sm,18
michel_temer,mar,2018,03/2018,pessimo,2_a_5_sm,52
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,2_a_5_sm,2
michel_temer,mar,2018,03/2018,otimo,1_a_2_sm,0
michel_temer,mar,2018,03/2018,bom,1_a_2_sm,4
michel_temer,mar,2018,03/2018,regular,1_a_2_sm,18
michel_temer,mar,2018,03/2018,ruim,1_a_2_sm,19
michel_temer,mar,2018,03/2018,pessimo,1_a_2_sm,57
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,1_a_2_sm,2
michel_temer,mar,2018,03/2018,otimo,ate_1_sm,1
michel_temer,mar,2018,03/2018,bom,ate_1_sm,6
michel_temer,mar,2018,03/2018,regular,ate_1_sm,18
michel_temer,mar,2018,03/2018,ruim,ate_1_sm,15
michel_temer,mar,2018,03/2018,pessimo,ate_1_sm,57
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,ate_1_sm,3
michel_temer,mar,2018,03/2018,otimo,capital,1
michel_temer,mar,2018,03/2018,bom,capital,4
michel_temer,mar,2018,03/2018,regular,capital,18
michel_temer,mar,2018,03/2018,ruim,capital,16
michel_temer,mar,2018,03/2018,pessimo,capital,60
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,capital,2
michel_temer,mar,2018,03/2018,otimo,periferia,0
michel_temer,mar,2018,03/2018,bom,periferia,4
michel_temer,mar,2018,03/2018,regular,periferia,22
michel_temer,mar,2018,03/2018,ruim,periferia,18
michel_temer,mar,2018,03/2018,pessimo,periferia,53
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,periferia,3
michel_temer,mar,2018,03/2018,otimo,interior,1
michel_temer,mar,2018,03/2018,bom,interior,5
michel_temer,mar,2018,03/2018,regular,interior,22
michel_temer,mar,2018,03/2018,ruim,interior,19
michel_temer,mar,2018,03/2018,pessimo,interior,52
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,interior,2
michel_temer,mar,2018,03/2018,otimo,ate_50_mil_hab,1
michel_temer,mar,2018,03/2018,bom,ate_50_mil_hab,4
michel_temer,mar,2018,03/2018,regular,ate_50_mil_hab,22
michel_temer,mar,2018,03/2018,ruim,ate_50_mil_hab,21
michel_temer,mar,2018,03/2018,pessimo,ate_50_mil_hab,49
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,ate_50_mil_hab,3
michel_temer,mar,2018,03/2018,otimo,50_a_100_mil_hab,1
michel_temer,mar,2018,03/2018,bom,50_a_100_mil_hab,5
michel_temer,mar,2018,03/2018,regular,50_a_100_mil_hab,23
michel_temer,mar,2018,03/2018,ruim,50_a_100_mil_hab,18
michel_temer,mar,2018,03/2018,pessimo,50_a_100_mil_hab,50
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,50_a_100_mil_hab,3
michel_temer,mar,2018,03/2018,otimo,mais_de_100_mil_hab,1
michel_temer,mar,2018,03/2018,bom,mais_de_100_mil_hab,4
michel_temer,mar,2018,03/2018,regular,mais_de_100_mil_hab,19
michel_temer,mar,2018,03/2018,ruim,mais_de_100_mil_hab,17
michel_temer,mar,2018,03/2018,pessimo,mais_de_100_mil_hab,58
michel_temer,mar,2018,03/2018,nao_sabe_nao_respondeu,mais_de_100_mil_hab,2